,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class,sales channel,response
9498,Oregon,19160.98994,Master,F,22705,239,0.0,Personal Auto,1294.700423,Luxury SUV,Agent,Yes
9499,,9807.829589,College,F,0,135,,Personal Auto,970.456654,,Branch,
9500,California,5012.083744,College,M,48328,63,0.0,Personal Auto,108.138715,Two-Door Car,Branch,No
9501,California,4652.91278,College,F,0,63,0.0,Personal Auto,151.231247,Four-Door Car,Agent,No
9502,Arizona,5292.202092,College,M,67899,66,1.0,Corporate Auto,316.8,Four-Door Car,Agent,No
9503,,8044.511759,Bachelor,F,68849,67,0.0,Corporate Auto,252.699037,Two-Door Car,Call Center,
9504,California,4674.705262,High School or Below,M,35830,118,1.0,Corporate Auto,597.259924,Four-Door Car,Agent,No
9505,Oregon,2399.045522,Master,M,19112,62,,Personal Auto,259.006614,Four-Door Car,Web,No
9506,Oregon,7582.113842,College,M,64801,64,0.0,Personal Auto,268.471802,Four-Door Car,Web,Yes
9507,California,2759.978287,Bachelor,M,92296,69,0.0,Corporate Auto,331.2,Two-Door Car,Agent,Yes
9508,California,1904.000852,Bachelor,F,0,63,3.0,Personal Auto,302.4,Four-Door Car,Agent,No
9509,California,4428.031583,High School or Below,F,58577,110,0.0,Personal Auto,303.872752,SUV,Agent,Yes
9510,Oregon,9036.657561,College,F,89382,112,0.0,Corporate Auto,573.990258,Four-Door Car,Branch,No
9511,Nevada,38320.82017,Bachelor,M,45277,191,0.0,Special Auto,916.8,Luxury SUV,Agent,No
9512,Washington,5122.718927,High School or Below,F,58206,64,0.0,Personal Auto,454.188803,Four-Door Car,Branch,No
9513,Oregon,6907.554242,Bachelor,F,42790,87,0.0,Personal Auto,290.057111,Two-Door Car,Branch,No
9514,California,6089.517361,Bachelor,M,21832,84,0.0,Personal Auto,403.2,Four-Door Car,Web,No
9515,Oregon,8193.091589,College,F,54840,72,3.0,Corporate Auto,468.728516,Four-Door Car,Branch,No
9516,California,2544.969754,College,M,91169,65,,Personal Auto,139.745936,Two-Door Car,Call Center,No
9517,Oregon,5228.92013,Bachelor,M,92472,65,0.0,Corporate Auto,240.221415,Four-Door Car,Agent,No
9518,California,8927.134298,High School or Below,F,96768,111,2.0,Personal Auto,2.549986,Four-Door Car,Agent,No
9519,Nevada,3746.03079,Bachelor,F,70342,96,1.0,Personal Auto,685.907341,Four-Door Car,Web,No
9520,Oregon,5494.87251,Master,M,89205,68,0.0,Personal Auto,165.523154,Two-Door Car,Agent,No
9521,Nevada,25253.10198,Master,M,44096,72,1.0,Personal Auto,345.6,Four-Door Car,Branch,No
9522,Arizona,5639.941974,High School or Below,M,73168,70,0.0,Corporate Auto,425.800112,Four-Door Car,Agent,Yes
9523,Oregon,8083.541953,College,F,0,116,0.0,Personal Auto,820.018767,SUV,Web,No
9524,Oregon,5398.098108,Bachelor,F,73775,67,0.0,Personal Auto,321.6,Four-Door Car,Agent,No
9525,California,5165.571852,Bachelor,M,0,72,0.0,Personal Auto,518.4,Two-Door Car,Agent,No
9526,California,3124.933827,Bachelor,M,81285,81,,Personal Auto,441.765368,Four-Door Car,Branch,No
9527,Nevada,28328.46548,High School or Below,F,20799,111,0.0,Personal Auto,388.995233,Sports Car,Call Center,No
9528,Arizona,2573.716859,College,M,29500,67,0.0,Corporate Auto,321.6,Four-Door Car,Agent,No
9529,Arizona,24186.88247,College,F,32989,102,0.0,Personal Auto,489.6,SUV,Web,No
9530,Oregon,4864.527356,Bachelor,M,37406,122,1.0,Corporate Auto,1134.960471,SUV,Call Center,No
9531,Arizona,4228.248035,High School or Below,F,77853,106,0.0,Personal Auto,165.237444,SUV,Branch,No
9532,California,15023.59858,High School or Below,M,28262,192,,Personal Auto,921.6,Luxury SUV,Web,No
9533,Oregon,5841.528134,Bachelor,M,0,79,0.0,Personal Auto,379.2,,Call Center,No
9534,Nevada,5811.918112,High School or Below,M,83318,72,0.0,Corporate Auto,345.6,Four-Door Car,Branch,No
9535,Oregon,7231.000788,Bachelor,M,67276,61,0.0,Personal Auto,181.804443,Two-Door Car,Call Center,No
9536,California,5126.836814,College,M,85522,64,0.0,Personal Auto,165.002742,Four-Door Car,Branch,No
9537,Nevada,8802.188243,Bachelor,M,96390,73,0.0,Corporate Auto,316.977588,Two-Door Car,Agent,No
9538,Washington,3580.261881,College,F,75333,90,1.0,Personal Auto,289.236063,Four-Door Car,Web,No
9539,Nevada,2914.955295,Bachelor,F,37803,74,0.0,Personal Auto,355.2,,Agent,No
9540,Oregon,2724.262292,College,F,0,70,0.0,Corporate Auto,405.384524,Four-Door Car,Agent,No
9541,Oregon,7258.992716,High School or Below,M,60969,61,0.0,Corporate Auto,146.119178,Four-Door Car,Web,No
9542,Nevada,3218.608644,High School or Below,F,68776,80,0.0,Personal Auto,87.861666,Four-Door Car,Call Center,No
9543,Arizona,13083.48622,Bachelor,M,73060,108,,Special Auto,518.4,SUV,Call Center,No
9544,Nevada,10901.22525,Bachelor,M,72257,90,,Personal Auto,408.415481,Four-Door Car,Branch,No
9545,California,6187.345744,Bachelor,F,0,88,,Personal Auto,633.6,Four-Door Car,Call Center,No
9546,Arizona,3398.052277,High School or Below,M,0,101,0.0,Personal Auto,1183.780098,SUV,Agent,No
9547,Oregon,9700.35416,High School or Below,M,0,138,0.0,Personal Auto,993.6,SUV,Branch,No
9548,Oregon,6627.174629,College,M,90751,82,1.0,Personal Auto,315.826382,,Agent,No
9549,Arizona,2598.061204,Bachelor,F,62566,65,1.0,Corporate Auto,48.344273,Four-Door Car,Branch,No
9550,Washington,8714.922135,College,F,0,118,0.0,Corporate Auto,566.4,SUV,Agent,Yes
9551,Arizona,2496.167004,Bachelor,M,49136,64,0.0,Personal Auto,307.2,Four-Door Car,Web,No
9552,Arizona,8737.837514,Bachelor,M,61281,110,0.0,Personal Auto,79.865605,SUV,Agent,No
9553,Oregon,3567.503755,Bachelor,M,0,102,0.0,Personal Auto,660.430456,SUV,Agent,Yes
9554,California,3256.766388,Bachelor,F,0,89,0.0,Personal Auto,491.755368,Four-Door Car,Web,No
9555,Arizona,2471.441785,Bachelor,M,0,70,0.0,Personal Auto,504.0,Two-Door Car,Branch,No
9556,Oregon,5469.542959,High School or Below,M,67099,69,0.0,Personal Auto,22.995594,Two-Door Car,Branch,No
9557,Washington,8382.478392,Bachelor,M,25998,71,0.0,Personal Auto,791.878042,Four-Door Car,Call Center,Yes
9558,California,8209.924674,Bachelor,M,66037,69,0.0,Personal Auto,69.004181,Four-Door Car,Branch,No
9559,,4981.825724,High School or Below,M,33176,63,0.0,Corporate Auto,302.4,Four-Door Car,Branch,
9560,California,5686.743252,High School or Below,F,26409,71,0.0,Personal Auto,475.166267,Four-Door Car,Branch,No
9561,California,10552.87837,High School or Below,M,77627,88,0.0,Corporate Auto,205.169178,Two-Door Car,Web,No
9562,Oregon,5905.971667,Bachelor,F,59848,73,1.0,Personal Auto,131.614733,Two-Door Car,Call Center,No
9563,Oregon,4144.868939,High School or Below,F,64478,103,0.0,Personal Auto,8.281829,SUV,Branch,No
9564,Oregon,4219.02412,Bachelor,M,62396,107,0.0,Personal Auto,693.414133,SUV,Web,No
9565,California,22103.5072,College,M,0,102,0.0,Personal Auto,489.6,SUV,Branch,Yes
9566,California,4386.277558,College,M,10621,67,0.0,Special Auto,321.6,Four-Door Car,Agent,Yes
9567,California,9419.883665,College,M,87840,118,1.0,Personal Auto,161.590594,SUV,Call Center,No
9568,Arizona,12913.49818,Master,M,62448,107,0.0,Personal Auto,513.6,SUV,Branch,No
9569,California,10209.02324,High School or Below,M,36568,128,0.0,Personal Auto,978.621302,SUV,Agent,No
9570,Oregon,2818.31302,College,M,88816,70,0.0,Personal Auto,164.282841,Two-Door Car,Branch,No
9571,California,2595.558788,Doctor,F,27734,65,0.0,Personal Auto,193.33986,Four-Door Car,Call Center,No
9572,California,9718.463569,Doctor,M,0,65,0.0,Special Auto,312.0,Four-Door Car,Branch,No
9573,Oregon,10759.40004,High School or Below,F,0,97,0.0,Personal Auto,465.6,Two-Door Car,Web,No
9574,California,21768.69952,High School or Below,M,35124,137,0.0,Personal Auto,986.4,SUV,Call Center,No
9575,Arizona,2661.033435,College,F,35503,67,0.0,Personal Auto,216.173135,Two-Door Car,Branch,No
9576,Oregon,5227.766419,College,M,0,72,0.0,Corporate Auto,518.4,Four-Door Car,Agent,No
9577,California,5811.61185,College,F,0,79,0.0,Personal Auto,304.550129,Four-Door Car,Agent,No
9578,California,7948.544751,College,M,23916,68,0.0,Corporate Auto,481.113765,Two-Door Car,Call Center,No
9579,California,5479.854218,High School or Below,M,38210,69,0.0,Personal Auto,383.043363,Four-Door Car,Agent,No
9580,Washington,16710.83929,Doctor,F,73049,139,0.0,Personal Auto,284.43696,SUV,Branch,No
9581,California,19160.98994,Master,F,22705,239,0.0,Personal Auto,1294.700423,Luxury SUV,Agent,Yes
9582,Nevada,2757.383982,College,M,50414,69,0.0,Personal Auto,331.2,Four-Door Car,Agent,No
9583,Oregon,3044.78946,College,F,17489,85,0.0,Corporate Auto,587.689075,Four-Door Car,Branch,No
9584,California,6913.566525,College,F,26714,64,1.0,Personal Auto,307.2,Two-Door Car,Call Center,No
9585,California,6656.15047,College,F,26628,85,0.0,Corporate Auto,408.0,Two-Door Car,Agent,No
9586,California,10090.40808,College,F,97238,126,0.0,Personal Auto,604.8,SUV,Web,No
9587,Oregon,5009.808888,Bachelor,F,0,68,0.0,Personal Auto,326.4,Four-Door Car,Branch,No
9588,California,5018.894421,Doctor,F,74423,62,0.0,Personal Auto,50.800186,Four-Door Car,Agent,No
9589,Oregon,7993.003997,Bachelor,F,39448,103,3.0,Personal Auto,66.020788,Four-Door Car,Web,No
9590,California,14635.45158,Bachelor,F,0,139,0.0,Personal Auto,667.2,SUV,Call Center,Yes
9591,Oregon,13623.62257,College,M,67060,126,4.0,Personal Auto,339.000467,SUV,Web,No
9592,California,4362.931238,College,M,58842,110,0.0,Personal Auto,528.0,Four-Door Car,Branch,Yes
9593,,5442.744248,Doctor,F,25884,69,3.0,Personal Auto,292.274846,Four-Door Car,Branch,
9594,Oregon,4035.009284,College,F,55407,101,1.0,Personal Auto,275.341953,,Agent,No
9595,California,4876.315707,High School or Below,F,22236,62,0.0,Personal Auto,409.425049,Two-Door Car,Agent,No
9596,Arizona,9546.81655,College,M,15406,124,0.0,Personal Auto,892.8,SUV,Call Center,No
9597,,7911.626107,High School or Below,F,43916,68,2.0,Personal Auto,326.4,Four-Door Car,Call Center,
9598,Oregon,4270.034394,College,M,0,122,0.0,Personal Auto,725.870693,SUV,Agent,Yes
9599,Washington,2659.337982,Bachelor,M,24495,70,0.0,Personal Auto,336.0,Four-Door Car,Branch,No
9600,Washington,5548.031892,Bachelor,M,67798,69,0.0,Personal Auto,331.2,Four-Door Car,Agent,Yes
9601,California,5503.919257,College,F,59932,71,1.0,Personal Auto,116.600107,Four-Door Car,Branch,No
9602,,3056.217296,High School or Below,F,34317,78,2.0,Personal Auto,263.592181,Two-Door Car,Web,
9603,California,3909.636524,High School or Below,M,40361,98,0.0,Personal Auto,71.169255,Four-Door Car,Branch,No
9604,Nevada,13862.10016,Bachelor,F,96950,115,0.0,Personal Auto,633.132017,Sports Car,Agent,No
9605,Nevada,4017.055485,High School or Below,M,0,118,0.0,Corporate Auto,959.849922,Two-Door Car,Agent,No
9606,Arizona,5660.133806,Bachelor,F,59586,72,0.0,Personal Auto,91.198362,Four-Door Car,Branch,No
9607,Oregon,2991.423685,Master,F,35605,74,0.0,Personal Auto,355.2,Two-Door Car,Agent,No
9608,Arizona,2345.262087,College,M,51397,61,0.0,Personal Auto,292.8,Four-Door Car,Branch,No
9609,,4794.931261,Bachelor,F,46143,122,0.0,Personal Auto,223.028356,SUV,Call Center,
9610,Oregon,2869.301319,Bachelor,F,13393,73,0.0,Personal Auto,34.708194,Four-Door Car,Branch,No
9611,California,7584.361069,College,F,87473,95,0.0,Personal Auto,448.061777,Four-Door Car,Web,No
9612,California,6511.103163,Bachelor,M,0,91,0.0,Corporate Auto,655.404481,Two-Door Car,Branch,No
9613,California,2213.187935,Bachelor,M,0,63,0.0,Personal Auto,305.552429,Four-Door Car,Call Center,No
9614,California,3096.511217,College,F,21604,79,0.0,Corporate Auto,379.2,Four-Door Car,Branch,Yes
9615,California,4091.934934,Bachelor,F,38692,102,0.0,Personal Auto,502.443591,Four-Door Car,Web,No
9616,,3293.245706,College,F,0,94,0.0,Corporate Auto,676.8,Four-Door Car,Call Center,
9617,Oregon,2712.915597,High School or Below,F,58508,69,0.0,Personal Auto,57.614392,Two-Door Car,Web,No
9618,,7258.634662,College,M,88082,61,1.0,Personal Auto,218.779614,Two-Door Car,Branch,
9619,California,5729.855012,Master,F,92254,70,0.0,Corporate Auto,245.593225,Four-Door Car,Call Center,No
9620,Washington,7072.928971,College,F,90551,61,4.0,Corporate Auto,374.527412,Four-Door Car,Call Center,No
9621,California,16510.96722,College,F,31356,68,0.0,Personal Auto,326.4,Two-Door Car,Agent,No
9622,Washington,7783.78421,Master,F,48689,191,0.0,Personal Auto,985.193759,Luxury Car,Call Center,No
9623,Nevada,8079.833042,High School or Below,F,13050,102,0.0,Personal Auto,734.4,SUV,Agent,No
9624,California,29706.78459,Bachelor,M,0,128,,Personal Auto,1345.317161,SUV,Agent,No
9625,Washington,3436.134281,Doctor,M,30817,88,0.0,Corporate Auto,91.834668,Four-Door Car,Branch,Yes
9626,California,15860.03591,Master,F,0,136,0.0,Personal Auto,46.098963,SUV,Branch,No
9627,California,5520.149969,Bachelor,F,26129,70,0.0,Personal Auto,419.187114,Four-Door Car,Agent,No
9628,California,9000.439546,High School or Below,F,28108,114,0.0,Personal Auto,547.2,Sports Car,Agent,No
9629,Arizona,8719.896238,College,F,59763,73,0.0,Personal Auto,350.4,Two-Door Car,Agent,No
9630,Nevada,6826.797741,College,M,0,68,0.0,Personal Auto,489.6,Two-Door Car,Agent,No
9631,Arizona,2504.871709,Bachelor,F,66081,64,1.0,Personal Auto,42.029731,Four-Door Car,Branch,No
9632,California,2119.894333,College,M,18287,61,4.0,Personal Auto,292.8,Two-Door Car,Agent,No
9633,California,15503.72309,College,F,29932,64,0.0,Personal Auto,319.710124,Two-Door Car,Branch,No
9634,Washington,12010.93726,High School or Below,M,0,119,0.0,Corporate Auto,856.8,Four-Door Car,Agent,No
9635,California,5505.057003,College,F,86132,68,0.0,Personal Auto,301.437365,Two-Door Car,Call Center,No
9636,Oregon,5068.264582,College,M,31475,64,1.0,Personal Auto,22.962412,Four-Door Car,Call Center,No
9637,Oregon,8476.766278,Bachelor,F,74001,108,3.0,Corporate Auto,254.311154,Two-Door Car,Web,No
9638,Washington,4118.588554,Bachelor,F,69379,103,,Personal Auto,494.4,Two-Door Car,Branch,Yes
9639,Arizona,4160.018087,High School or Below,F,96263,103,0.0,Personal Auto,1.924709,SUV,Agent,No
9640,Oregon,2457.440923,Bachelor,F,29486,62,0.0,Personal Auto,7.646763,Four-Door Car,Web,No
9641,Oregon,8717.851882,High School or Below,F,36645,112,0.0,Corporate Auto,614.082146,Four-Door Car,Agent,No
9642,California,8896.500265,High School or Below,F,26201,112,0.0,Personal Auto,168.901895,SUV,Call Center,No
9643,California,9061.63365,Bachelor,M,0,65,0.0,Corporate Auto,413.288528,Four-Door Car,Branch,No
9644,Arizona,4282.947971,College,F,40864,109,1.0,Personal Auto,166.937747,SUV,Agent,Yes
9645,Arizona,4692.165155,College,M,0,64,0.0,Personal Auto,137.169296,Four-Door Car,Agent,No
9646,California,9810.407902,Master,F,0,131,0.0,Corporate Auto,628.8,Sports Car,Branch,No
9647,Washington,7385.359236,Bachelor,M,54289,62,0.0,Personal Auto,430.093647,Four-Door Car,Call Center,No
9648,Washington,8485.385641,High School or Below,M,0,244,0.0,Personal Auto,1756.8,Luxury Car,Branch,No
9649,Oregon,9438.915619,College,M,86946,118,0.0,Personal Auto,340.656963,Four-Door Car,Agent,No
9650,Nevada,6386.278164,Bachelor,F,23751,82,1.0,Personal Auto,586.921708,Two-Door Car,Web,No
9651,Arizona,2397.036098,High School or Below,F,22283,65,0.0,Special Auto,572.072106,Four-Door Car,Branch,Yes
9652,California,8614.686004,Master,F,64220,107,0.0,Personal Auto,48.782626,SUV,Branch,No
9653,Arizona,4456.016549,Master,F,29550,114,1.0,Corporate Auto,118.750512,Two-Door Car,Web,No
9654,California,8265.379176,Bachelor,F,0,77,0.0,Corporate Auto,554.4,Two-Door Car,Agent,No
9655,Oregon,6019.92547,Bachelor,M,68658,77,0.0,Personal Auto,296.261405,Two-Door Car,Branch,No
9656,,4849.697945,College,F,36413,61,0.0,Personal Auto,153.013115,Four-Door Car,Branch,
9657,California,15320.37177,Bachelor,M,81955,126,0.0,Corporate Auto,720.054248,SUV,Web,No
9658,Nevada,6714.070698,Master,M,0,93,1.0,Special Auto,604.270179,Two-Door Car,Agent,No
9659,Arizona,5498.661301,Bachelor,M,33191,70,0.0,Personal Auto,443.53718,Four-Door Car,Branch,No
9660,Oregon,8982.850377,College,F,43490,114,4.0,Corporate Auto,174.588413,SUV,Call Center,No
9661,California,5599.668502,Doctor,M,0,73,0.0,Corporate Auto,350.4,Four-Door Car,Web,No
9662,Arizona,5504.139033,Bachelor,F,0,73,0.0,Corporate Auto,350.4,,Call Center,Yes
9663,California,14917.33495,Master,F,0,190,0.0,Personal Auto,1368.0,Luxury Car,Branch,No
9664,Oregon,9772.736775,College,M,59325,83,0.0,Personal Auto,81.599332,Four-Door Car,Branch,No
9665,Arizona,3237.996209,Master,M,60244,83,3.0,Personal Auto,326.281835,Four-Door Car,Agent,Yes
9666,Arizona,6457.560953,Bachelor,M,37548,81,0.0,Special Auto,160.598662,,Web,No
9667,Arizona,8433.228985,Bachelor,M,57961,72,,Personal Auto,38.513959,Two-Door Car,Agent,No
9668,California,5912.783829,Bachelor,M,72208,73,0.0,Personal Auto,350.4,Two-Door Car,Branch,No
9669,Oregon,4903.810606,Bachelor,F,0,66,0.0,Personal Auto,469.6093,Four-Door Car,Branch,No
9670,,2227.072755,High School or Below,M,27972,61,0.0,Personal Auto,292.8,Four-Door Car,Web,
9671,California,4013.945512,College,M,56586,100,0.0,Personal Auto,121.928014,Sports Car,Agent,No
9672,California,7870.360084,Master,M,75740,98,0.0,Personal Auto,46.702524,Four-Door Car,Web,No
9673,California,2780.845565,Bachelor,M,88704,69,0.0,Personal Auto,259.714887,Two-Door Car,Call Center,No
9674,Washington,5512.342258,Master,M,45971,138,0.0,Special Auto,139.826393,SUV,Branch,No
9675,California,5271.372558,Bachelor,F,13215,74,1.0,Corporate Auto,443.772927,Four-Door Car,Branch,No
9676,California,2675.029491,Master,F,55479,68,1.0,Personal Auto,117.964245,,Branch,No
9677,Nevada,4715.285559,Bachelor,F,0,64,0.0,Personal Auto,345.345026,Two-Door Car,Branch,No
9678,California,6712.294021,Bachelor,F,44891,83,0.0,Personal Auto,74.803791,Four-Door Car,Call Center,No
9679,California,5414.61734,High School or Below,F,26893,68,0.0,Personal Auto,68.226001,Four-Door Car,Agent,No
9680,Nevada,2396.672304,College,F,26222,62,0.0,Personal Auto,297.6,Four-Door Car,Branch,No
9681,California,3360.269641,High School or Below,M,75216,84,,Corporate Auto,65.803328,Four-Door Car,Agent,No
9682,Arizona,4882.493829,College,F,80604,61,0.0,Corporate Auto,255.982609,Four-Door Car,Web,No
9683,Arizona,6507.751779,Bachelor,M,0,97,0.0,Personal Auto,863.219668,Four-Door Car,Agent,No
9684,Arizona,24258.71383,High School or Below,M,0,89,0.0,Personal Auto,538.689882,Two-Door Car,Agent,No
9685,Arizona,14944.83656,High School or Below,F,0,68,0.0,Personal Auto,326.4,Four-Door Car,Agent,No
9686,California,2520.818611,College,M,39377,64,0.0,Corporate Auto,307.2,Two-Door Car,Branch,No
9687,,2248.449633,Bachelor,F,24910,63,1.0,Personal Auto,347.857619,Four-Door Car,Branch,
9688,California,12157.32992,High School or Below,M,57449,103,0.0,Personal Auto,494.4,Four-Door Car,Agent,Yes
9689,Arizona,3653.703458,College,F,74126,90,0.0,Corporate Auto,478.751065,Two-Door Car,Call Center,No
9690,Oregon,5543.802692,Master,M,64255,70,0.0,Personal Auto,193.86537,Four-Door Car,Web,No
9691,Oregon,10633.50496,High School or Below,F,80046,132,0.0,Personal Auto,260.627146,SUV,Call Center,No
9692,Oregon,17497.52201,College,M,0,73,0.0,Corporate Auto,350.4,Two-Door Car,Agent,Yes
9693,California,6187.345744,Bachelor,F,0,88,0.0,Personal Auto,633.6,Four-Door Car,Call Center,No
9694,California,5354.365535,High School or Below,F,17099,69,0.0,Personal Auto,331.2,Four-Door Car,Web,No
9695,California,10972.06778,Doctor,M,24164,137,0.0,Personal Auto,657.6,Sports Car,Agent,Yes
9696,Arizona,32021.40422,High School or Below,F,31433,100,0.0,Personal Auto,635.020091,SUV,Call Center,No
9697,Arizona,5754.746414,Bachelor,M,34847,73,0.0,Personal Auto,525.6,Four-Door Car,Agent,No
9698,Arizona,4983.61893,College,M,0,83,3.0,Personal Auto,736.00483,Four-Door Car,Agent,No
9699,California,9708.504642,College,M,39930,86,1.0,Personal Auto,412.8,Four-Door Car,Call Center,No
9700,Oregon,4150.836913,High School or Below,F,53787,104,0.0,Corporate Auto,666.092015,Four-Door Car,Agent,No
9701,California,5163.838813,High School or Below,F,88692,64,0.0,Personal Auto,253.193647,Four-Door Car,Agent,No
9702,Nevada,4420.248983,Bachelor,F,0,68,3.0,Personal Auto,546.420009,Four-Door Car,Agent,No
9703,Arizona,2446.664534,Bachelor,M,82225,61,0.0,Personal Auto,292.8,Two-Door Car,Web,No
9704,Oregon,5296.838482,Master,M,0,73,0.0,Personal Auto,152.080908,Four-Door Car,Branch,No
9705,Arizona,7949.28426,Doctor,M,63688,99,,Personal Auto,475.2,Four-Door Car,Branch,No
